is_std,ftd_price,num_days_ooc_per_day,sum_total_ooc_per_day,avg_win_multiplier,max_win_multiplier,min_win_multiplier,avg_total_wins,avg_wager,avg_rtp,max_rtp,min_rtp,avg_spins_left_in_bankroll,max_spins_left_in_bankroll,min_spins_left_in_bankroll,we_completed_rate,vault_tier_up_rate,vault_tier_dropdown_rate,wildball_silver_rate,wildball_gold_rate,wildball_emerald_ruby_rate,wildball_specia_diamond_rate,vv_completed_rate
1,9.99,1,4.67,41.29,56.25,25,0.35,638863.31,0.74,0.83,0.64,1,3,0,0,0.33,0,0.33,0.22,0.11,0.33,1
0,9.99,0,0,20.32,25.55,16.67,0.38,287227.05,0.61,0.92,0.46,127,157,109,0,0,0.33,0,0,0,1,0
0,9.99,0.4,1.2,26.66,60.7,1.03,0.35,1169458.57,0.7,0.95,0.27,137,545,0,0,0.2,0.2,0,0,0,1,0.2
1,4.99,0,0,118.54,130.87,105.5,0.52,224071.28,0.77,0.88,0.58,800,1211,400,0,0.33,0,0.55,0.36,0.09,0,1
0,9.99,1,22,38.44,91.25,5.15,0.39,495343.97,0.55,0.87,0.3,0,0,0,0,0.33,0.33,0,0.83,0.17,0,0.33
1,4.99,0.25,0.25,117.88,164.3,62.3,0.33,238617.14,0.97,1.17,0.81,223,348,147,0,0,0,0.24,0.52,0.24,0,0.75
0,4.99,1,1.75,20.01,44.17,0.8,0.34,894675.75,0.44,0.82,0.09,1,2,0,0,0,0.25,0.5,0.5,0,0,0.25
1,4.99,0,0,50.07,81.2,26.67,0.32,688428.9,0.89,1.18,0.7,363,729,11,0.33,0,0.2,0.33,0.48,0.19,0,0.2
0,9.99,1,28,45.14,81.4,2.5,0.38,387139.55,0.54,0.78,0.2,0,0,0,0,0.4,0.4,0.25,0.5,0.25,0,0.2
0,4.99,1,41,18.32,46.1,1.36,0.39,1661580.13,0.53,0.91,0.19,0,0,0,0,0.33,0,1,0,0,0,0.33
0,4.99,0.75,2.63,115.01,216.3,25,0.39,1172979.21,0.89,1.1,0.72,252,454,0,0.25,0.13,0,0.45,0.18,0.12,0.24,0.63
0,4.99,0.71,6.14,18.72,53,1,0.44,210407.35,0.47,0.71,0.24,2,5,0,0,0,0.14,0.5,0.5,0,0,0
1,4.99,0.75,17.25,42.77,104.57,2,0.37,16436763.33,0.78,1.19,0.3,89,224,0,0,0.25,0,0.83,0,0.17,0,0
1,24.99,1,3.63,79.4,270,18,0.39,652645.65,0.83,1.21,0.59,59,148,0,0,0.38,0.13,0.4,0.25,0.1,0.25,0.63
0,9.99,0,0,76.88,146,0.4,0.36,49339.75,0.64,0.91,0.11,2148,2528,1884,0.67,0.17,0,0.53,0.24,0.18,0.06,0.5
0,4.99,0.33,0.33,69.56,93,51.33,0.3,208560.2,0.96,1.12,0.73,425,467,381,0,0,0,0.33,0.33,0.33,0,0
0,9.99,0.33,0.33,92.65,146.3,39,0.33,283015.85,0.82,1,0.64,326,357,295,0,0,0,0.25,0.5,0.25,0,0.33
0,9.99,0.2,12.2,8.21,23,0.8,0.39,1709077.14,0.44,0.76,0.14,191,460,56,0,0.4,0.2,0,0,0,0,0
1,2.99,0,0,47.19,84.13,13.47,0.35,40520.01,0.7,1.18,0.38,1094,1259,978,0,0.33,0,0.43,0.57,0,0,0.33
1,4.99,0.5,0.25,50.04,91.33,10,0.46,224006.81,0.85,0.9,0.81,55,114,0,1,0.25,0,0.33,0.22,0.11,0.33,0.25
1,4.99,0.67,3.5,34.77,72.92,5,0.56,333140.52,0.66,0.98,0.29,50,101,1,0,0.33,0.17,0.33,0.5,0.17,0,0
0,24.99,0.38,6.63,57.62,142.78,8.2,0.4,1873954.38,0.75,1,0.54,245,666,0,0.5,0.25,0,0.41,0.44,0.08,0.08,0.75
0,4.99,0.25,5,209.45,408.13,55.68,0.3,190024.29,1.13,1.41,0.93,863,1205,539,0,0.75,0.25,0.21,0.37,0.26,0.16,0.5
1,4.99,0,0,47.05,64.64,36.5,0.38,400049.85,1.03,1.52,0.72,186,237,123,0,0,0,0.75,0.25,0,0,0.33
1,4.99,0.33,15.67,73.38,97.06,35.09,0.38,329635.53,0.88,1.02,0.64,213,480,42,0,0,0,0.47,0.29,0.24,0,1
0,4.99,1,25.86,44.16,82.93,18.2,0.41,78642.31,0.72,0.9,0.42,36,74,0,1,0.29,0.14,0,1,0,0,0.14
1,9.99,0.43,30.57,53.6,100,35.6,0.5,221578.02,0.79,0.93,0.65,371,1656,0,0,0.14,0.14,0,0,0,0,0
1,9.99,0.33,0.33,80.73,110.7,56.48,0.42,2350846.31,1.06,1.23,0.9,297,498,148,0,0.33,0.33,0,0,0,0,0
1,4.99,0.2,0.2,120.72,180.67,84,0.36,251977.37,0.86,0.92,0.79,175,233,87,0.5,0,0,0.31,0.19,0,0.5,1
0,9.99,1,11,54.45,88.3,5.67,0.43,702957.76,0.82,0.91,0.71,48,97,0,0,0.33,0,0.25,0.5,0.25,0,0.33
1,4.99,0,0,121.53,236.93,32,0.26,57513.43,0.75,0.89,0.3,273,431,84,0,0,0,0.5,0.4,0.07,0.03,1
1,24.99,0.14,0.14,126.77,202.59,57.67,0.36,1067072.57,0.94,1.11,0.72,212,472,46,0.67,0.29,0,0.55,0.31,0.1,0.05,0.57
0,4.99,0.14,0.14,59.88,78.5,50.5,0.29,240000,0.8,1.1,0.62,117,250,42,1,0,0,0,0,0,0,0
0,9.99,0.75,305.75,90.28,212.33,28,0.24,102323.86,0.55,0.67,0.46,11,32,0,0.67,0.5,0.25,0.13,0.75,0.13,0,0.25
0,4.99,0.33,0.5,8.9,10,7.8,0.35,649301.99,0.43,0.5,0.36,0,0,0,0,0,0,0,0,0,0,0
1,4.99,1,6.57,50.42,134.59,4.91,0.54,311424.23,0.67,0.95,0.3,8,38,0,0,0.14,0.14,0.43,0.36,0.14,0.07,0.71
0,4.99,0.75,0.38,22.12,43.6,4.07,0.4,466780.93,0.68,0.9,0.41,1,2,0,0,0.13,0,0.17,0.83,0,0,0.13
1,4.99,0.33,0.67,88.2,112.53,69.8,0.43,241655.4,0.97,1.18,0.84,323,395,270,0,0,0,0.44,0.11,0.22,0.22,1.33
1,4.99,0.25,0.5,55.5,84.1,37,0.44,187872.91,0.97,1.03,0.87,339,553,68,0,0.5,0.25,0.1,0.5,0.4,0,0.25
0,4.99,0.75,0.75,31.03,47.2,4.7,0.3,173477.07,0.59,0.79,0.34,0,1,0,0,0,0,0,0,0,0,0
0,4.99,0.4,8.8,73.06,86.85,60,0.35,481615.56,0.83,1.17,0.54,23,47,0,0,0.2,0,0.5,0.5,0,0,0
0,4.99,0.25,0.5,59.34,124.03,7.5,0.4,1959861.24,0.77,1.28,0.32,78,193,1,0,0,0.13,0.33,0.67,0,0,0
0,2.99,0,0,62.66,113.08,5.5,0.44,240000,0.87,1.15,0.34,477,497,435,0,0.17,0.17,0,0,0,0,0
1,4.99,0.33,0.33,28.46,66.67,8.5,0.35,197253.54,0.46,0.68,0.3,1,2,1,0,0,0,0.5,0.5,0,0,0
0,9.99,0,0,32.98,80.47,2.13,0.32,4331011.14,1.4,5.51,0.11,71,159,32,0,0,0,1,0,0,0,0
1,9.99,1,0.86,31.56,80.28,0.3,0.38,584880.57,0.54,0.77,0.04,0,0,0,0,0,0.14,0.25,0.5,0,0.25,0.29
1,24.99,0.67,0.67,86.2,179,6,0.43,1946939.98,0.68,0.87,0.38,19,39,0,0,0.67,0,0.4,0.5,0.1,0,1
0,24.99,0.33,1.33,43.59,66.17,17.79,0.31,499924.72,0.87,1.47,0.43,2815,5505,709,0,0,0,0,0,0,0,0
0,24.99,0.88,97.63,85.72,143.82,45.91,0.35,303401.67,0.82,0.93,0.71,48,101,0,0,0,0,0.37,0.54,0.06,0.03,1
1,4.99,0.6,47.6,28.15,69.91,8,0.39,70406.36,0.59,0.78,0.42,10,33,0,0,0,0.2,0.4,0.6,0,0,0
0,4.99,0.75,0.25,41.2,80.4,15.2,0.37,980388.74,0.78,0.95,0.57,29,86,0,0,0.25,0,0,0,1,0,0
1,4.99,0.67,17.67,69.36,76.48,63.6,0.32,165724.77,0.83,1.07,0.7,74,126,20,0,0.67,0,0.56,0.22,0,0.22,0.33
1,4.99,0.25,0.25,69.74,85.4,44.8,0.39,800989.72,0.87,1.07,0.61,93,166,5,0,0.5,0.25,0.44,0.38,0.12,0.06,1
0,4.99,1,21,53.38,94,21.3,0.31,84347.48,0.73,1.24,0.37,81,242,0,0,0,0,0.44,0.33,0.22,0,0.17
1,24.99,0.33,1.67,118.92,250,28.33,0.36,8700267.16,0.86,1.14,0.64,1504,8556,7,0.5,0.33,0.17,0.42,0.32,0.27,0,1
0,9.99,1,11.75,22.85,52.2,5.4,0.28,338818.67,0.36,0.45,0.27,7,15,0,0,0,0.25,0.67,0.33,0,0,0.75
1,4.99,0.13,0.13,135.88,206.61,72.87,0.38,215644.74,1.04,2.37,0.63,691,1657,152,0.67,0.13,0,0.4,0.5,0.03,0.07,0.88
1,9.99,0,0,94.93,138.9,48.67,0.32,282282.56,0.89,1.18,0.65,469,768,263,0.5,0.2,0,0.31,0.46,0.16,0.08,0.4
1,24.99,0.25,0.5,115.42,174.67,72.5,0.42,590428.1,0.91,1.02,0.79,1237,2053,493,1,0.5,0.25,0.62,0.15,0.15,0.08,0
0,4.99,0.2,0.2,139.6,340.6,58.48,0.38,756675.97,0.9,1.04,0.69,158,352,59,0.5,0.2,0,0.33,0.42,0,0.25,0.8
0,24.99,0.6,0.6,42.63,100,3,0.37,1938369.36,0.74,1.06,0.21,32,83,0,0,0.4,0,0.33,0.67,0,0,0.2
1,4.99,1,55.33,104.55,113.54,100,0.48,89325.8,0.87,0.93,0.81,20,55,0,0,0.33,0,0.61,0.39,0,0,1.33
0,4.99,0.67,15.33,31.37,54,1.7,0.37,113001.43,0.59,0.91,0.1,15,31,0,0,0,0,0.67,0.33,0,0,0.33
0,24.99,0.38,47.63,233.85,657.54,66.5,0.55,1398275.37,0.92,1.04,0.83,1018,3623,0,1,0,0,0.37,0.42,0.17,0.03,1
0,4.99,0.14,0.43,33.44,66.5,11.67,0.64,194904.85,0.91,1.22,0.64,375,468,149,0,0,0,0,0.57,0.14,0.29,0.14
0,4.99,0.14,4.14,77.88,170.9,0,0.33,56329.11,0.85,2.03,0,556,966,236,0,0.43,0.14,0.21,0.62,0.1,0.06,0.43
0,9.99,0.5,58.5,108.01,140.45,75.57,0.35,590445.41,0.68,0.68,0.68,0,0,0,0,0.25,0,0.33,0.67,0,0,0
0,4.99,0.75,27.38,54.9,111.1,21.64,0.34,108964.34,0.75,1.1,0.5,52,141,0,0,0.13,0,0.17,0.38,0.16,0.29,0.75
1,4.99,0.33,0.67,84.93,112.3,42.5,0.42,3346588.03,0.91,1.03,0.73,72,142,25,1,0.33,0,0.7,0.2,0.1,0,1
0,9.99,0.2,5.6,38.69,66.26,20.65,0.41,1939869.93,0.92,1.1,0.79,103,221,24,0,0,0.2,0.5,0.5,0,0,0
1,4.99,0.33,0.17,22.07,48,3.13,0.35,206699.92,0.78,1.87,0.28,112,270,0,0,0.17,0.17,0.6,0.2,0.2,0,0.17
0,9.99,0.75,0.25,41.94,79.42,27.13,0.37,897224.65,1,1.7,0.62,75,176,0,0,0,0.25,0.5,0.5,0,0,0
0,4.99,1,1,13.6,27,1.4,0.35,579990.61,0.47,0.69,0.31,0,1,0,0,0.25,0.25,0,1,0,0,0
0,4.99,0,0,44.85,99.71,1.6,0.41,831302.86,1.23,1.6,0.82,111,177,48,0,0,0,0.33,0.33,0.33,0,0.17
0,4.99,0.5,23.63,56.41,112.5,14.25,0.34,163425.59,0.78,1.06,0.53,99,219,4,0,0.13,0,0.52,0.39,0.09,0,1
1,4.99,0.17,0.17,104.86,137.9,44.82,0.37,464576.74,0.98,1.31,0.69,382,865,78,0,0,0,0,0,0,0,0
0,2.99,0.25,0.25,209.36,409.55,9.17,0.37,730739.78,0.81,1.26,0.37,119,239,0,0,0,0,0,0,0,0,0.25
0,4.99,0.67,23.67,24.82,30.82,18.82,0.41,702267.97,0.72,0.91,0.54,0,1,0,0,0,0.33,1,0,0,0,0
0,4.99,1,10,18.89,70.83,0.1,0.44,793318.91,0.29,0.76,0.01,0,0,0,0,0.33,0.17,0.5,0.5,0,0,0.17
0,24.99,1,11,19.13,50,1.7,0.55,1817551.99,0.37,0.84,0.13,0,1,0,0,0.33,0,0.43,0.29,0.28,0,0.33
0,2.99,0.14,0.14,66.69,160.33,19.2,0.33,699668.5,0.92,1.7,0.49,133,334,27,0,0,0,0.5,0.5,0,0,0
1,4.99,0.33,0.67,115.37,134.9,100.2,0.39,592902.87,0.98,1.14,0.86,366,778,77,0.33,0.67,0.33,0.48,0.45,0.06,0,1
0,9.99,0.5,3.63,523.39,2857.14,8.83,0.36,4904645.23,1.28,4.34,0.56,119,379,0,0,0.25,0,0.44,0.33,0.22,0,0.5
1,4.99,1,87,67.17,150.13,23.86,0.31,83807.58,0.54,0.71,0.38,0,1,0,0.33,0.67,0,0.82,0.09,0,0.09,0.67
0,4.99,1,3.5,70.1,180.4,4,0.36,460109.81,0.66,0.95,0.29,0,1,0,0,0,0,0.22,0,0,0.78,0.63
1,4.99,0.67,1.33,103.54,154,36.13,0.35,321937.4,0.76,0.93,0.44,57,105,0,0,0.67,0,0.15,0.54,0.08,0.23,0.33
0,4.99,0.33,0.67,39.3,62.5,24.6,0.54,899984.48,1.04,1.33,0.84,126,281,44,1,0.67,0,0.5,0,0.5,0,0
0,4.99,0.75,3.5,70.64,125.8,36,0.33,194222.77,0.7,0.84,0.56,24,65,2,0,0.5,0,0.5,0.3,0.2,0,0.25
0,4.99,1,46.25,25.33,71.36,3,0.34,136273.98,0.55,0.72,0.34,0,0,0,0,0,0,0,0,0,0,0
0,4.99,0.67,16,37.17,37.64,36.7,0.32,159210.6,0.54,0.64,0.44,0,0,0,0,0,0,0.5,0.5,0,0,0.67
0,4.99,0.83,14.33,34.33,100,4.13,0.24,309389.94,0.53,0.82,0.32,7,19,0,0,0.17,0.17,0.33,0.67,0,0,0
1,4.99,0.43,0.57,155.44,328.47,75.67,0.24,215882.48,0.94,1.43,0.57,232,940,1,0,0.14,0,0.49,0.46,0.03,0.03,0.86
0,4.99,1,74.4,125.69,250,9.33,0.36,161891.85,0.75,1.05,0.51,41,123,0,0,0.4,0,0.75,0.25,0,0,0.4
1,9.99,0.67,3,86,123,37,0.4,4629606.27,1,1.17,0.89,152,383,1,0,0.33,0,0.6,0.4,0,0,0.33
1,4.99,1,106,94.9,201,33.78,0.47,332668.39,0.95,1.17,0.75,92,273,0,1,0,0,0.48,0.48,0,0.05,1
0,9.99,0,0,50.74,63.07,27,0.34,280777.02,1.1,1.74,0.6,1569,1793,1373,0,0.13,0,0.33,0.67,0,0,0.25
0,4.99,0.67,0.33,11.1,21.8,0.13,0.29,148683.43,0.33,0.64,0.01,25,65,0,0,0,0,0,0,0,0,0
1,2.99,1,64.5,64.86,102.22,44,0.31,229517.59,0.83,0.96,0.57,0,1,0,0.6,0.33,0.17,0.68,0.32,0,0,1
0,4.99,1,89.67,24.24,68.33,1.07,0.42,199758.77,0.46,0.86,0.24,0,1,0,1,0,0,0.7,0.2,0,0.1,0.67
1,4.99,0.5,0.5,103.57,178.45,25,0.36,1807211.28,0.86,1.23,0.43,181,489,0,0,0,0,0.44,0.39,0.11,0.06,0.25
1,4.99,0.75,59.75,25,40.87,8.87,0.32,729283.81,0.64,0.82,0.43,40,103,0,0,0.25,0,0.33,0.5,0.17,0,0.25
1,4.99,0.25,7,93.14,127.5,68.13,0.44,121270.57,0.96,1.03,0.88,250,314,131,0,0,0,0.6,0.4,0,0,0.25
1,9.99,0.14,3.71,213.75,1000,18.97,0.48,73823.34,0.88,1.14,0.67,2275,3428,1064,0,0.43,0.29,0.46,0.32,0.18,0.04,0
1,4.99,1,7,29.78,63.07,9.27,0.37,70675.33,0.76,1.93,0.36,91,189,0,0,0,0,0.5,0.33,0.17,0,0.17
0,4.99,0.14,1.71,93.75,139.65,39.2,0.35,87812.37,0.9,1.12,0.59,645,1425,340,0,0.29,0.29,0.63,0.13,0.25,0,0.29
0,4.99,0.63,7,76.01,224.5,8.2,0.38,260721.14,0.77,1.29,0.17,98,211,0,0,0,0,0.53,0.32,0.16,0,0.5
0,2.99,0.67,68.67,150.72,225.83,74,0.25,1216291.83,0.84,0.99,0.6,305,569,0,0.33,0,0,0.33,0.55,0.12,0,0.67
0,4.99,1,1.25,29.65,66.67,6.67,0.34,723230.8,0.65,0.95,0.22,15,45,0,0,0.25,0,0.5,0.5,0,0,0.5
0,2.99,0.63,82.25,56.18,114.55,5.48,0.41,117407.72,0.78,1.16,0.37,76,330,0,0,0.25,0.13,0.53,0.27,0.2,0,0.75
0,4.99,0.75,0.75,102.78,258.5,29.12,0.4,24133184.05,1.05,1.64,0.69,69,261,0,0,0.25,0.25,0.27,0.64,0,0.09,0
1,4.99,1,1,107.78,140.08,83.2,0.46,357305.12,1.01,1.27,0.84,183,546,1,0,0.67,0,0.43,0.36,0.14,0.07,1
0,24.99,0,0,13.74,38,1.55,0.4,1415398.69,1.81,7.04,0.42,648,2131,211,0,0,0,0,0,0,1,0
0,4.99,0,0,58.86,93.5,23.5,0.33,143825.94,0.86,1.27,0.51,356,684,95,0,0.25,0.13,0.23,0.08,0,0.69,0.38
0,9.99,0.75,96.13,175.04,750,43.14,0.59,152035.49,0.85,1.03,0.67,207,544,0,0.2,0,0,0.45,0.29,0.06,0.2,1
1,4.99,0.4,0.6,54.46,81.43,3,0.36,207821.77,0.74,1.3,0.07,190,379,4,0,0,0,0.5,0,0.5,0,0.2
1,4.99,0.75,16.75,23.65,48,1.58,0.44,3288950.51,0.63,0.95,0.17,19,39,0,0,0,0,0.67,0.33,0,0,0
1,9.99,0.33,0.67,62.61,114.3,43.44,0.5,866812.16,0.87,0.98,0.66,65,164,0,0.2,0.33,0,0.56,0.32,0.08,0.04,1.17
0,9.99,0.14,1,33.46,80.97,2.5,0.35,223001.44,0.62,0.78,0.42,551,1212,364,0,0,0.14,0.67,0.33,0,0,0.29
0,2.99,0,0,64.82,115.87,13.77,0.34,227893.99,1.67,2.35,0.99,140,166,115,0,0,0,0,1,0,0,0
0,4.99,0,0,33.69,70.4,5.67,0.51,325774.14,0.73,1.26,0.39,1250,1935,107,0,0,0,0.2,0.8,0,0,0
0,4.99,0.75,2.13,56.35,123.92,0.11,0.32,2068025.49,0.81,1.81,0.06,357,909,0,0,0.13,0.13,0.57,0.29,0,0.14,0
0,4.99,1,2,42.86,100.5,2.75,0.38,426595.18,0.71,0.87,0.41,0,0,0,0,0,0,0.4,0.4,0.2,0,0
0,4.99,1,2,81.63,130.2,40.5,0.39,666077.69,0.81,0.96,0.62,15,30,0,0,0,0,0.43,0.36,0.21,0,0.5
1,4.99,1,2.17,11.65,39.4,0.4,0.37,341172.35,0.4,0.74,0.1,0,1,0,0,0,0,0.5,0.5,0,0,0
1,4.99,0.83,1.33,31.01,67.67,5.33,0.33,465023.69,0.58,0.81,0.38,36,65,0,0,0.33,0,0.2,0.6,0.2,0,0.5
0,4.99,0,0,130.33,282.3,56.7,0.45,177862.24,0.9,1.2,0.65,723,1901,85,0,0.5,0.33,0.41,0.35,0.24,0,0.17
0,4.99,0.67,30.33,89.89,109.2,70.59,0.36,95831.75,0.8,0.82,0.77,41,80,2,0,0.33,0,0.78,0.22,0,0,0
0,4.99,0.8,10.4,50.78,99.33,6.82,0.38,397065.78,0.71,1.01,0.2,13,36,0,0,0.2,0.2,0.38,0.38,0.25,0,0
0,4.99,0.75,6.5,31.07,52.37,7,0.35,155928.7,0.62,0.79,0.33,1,2,0,0,0,0,0.5,0.5,0,0,0.25
0,4.99,0.86,11.57,53.92,192.4,0.52,0.4,698819.8,0.85,2.25,0.09,33,99,0,0,0.14,0.14,0.27,0.27,0.36,0.09,0.14
1,4.99,1,31.25,71.34,117.44,9.09,0.37,303150.39,0.76,0.89,0.52,0,0,0,0,0,0,0.46,0.23,0.31,0,0.5
0,4.99,1,16.5,56.03,160.67,1.25,0.43,246515.72,0.69,0.87,0.47,1,2,0,0,0.25,0,0.33,0.67,0,0,0.88
1,4.99,0,0,27.72,76.63,2.5,0.41,1628400.36,0.59,0.74,0.42,39,97,3,0,0,0.33,0,1,0,0,0.33
1,24.99,0.5,0.25,64.75,100,19.2,0.37,1629591.39,0.96,1.19,0.84,37,54,5,0,0,0,0.6,0.2,0.2,0,0
0,4.99,0.6,8.4,28.48,64,1,0.36,70727.74,0.49,0.72,0.25,8,23,0,0,0,0,0,0,0,0,0
0,4.99,1,24.57,88.52,211.18,30,0.52,117538.51,0.87,1.06,0.69,48,91,0,1,0.29,0.14,0.38,0.42,0.13,0.08,0.43
1,4.99,0.33,0.33,53.59,104.2,1.9,0.33,1826513.02,0.82,1.34,0.26,56,128,15,0,0,0,0,1,0,0,0
0,4.99,1,43.6,104.2,258.13,37.67,0.38,634330.63,0.82,0.96,0.69,51,220,0,0,0.4,0,0.36,0.5,0.14,0,1
1,2.99,0,0,94.65,214.6,44.45,0.44,532620.07,1.01,1.4,0.79,300,577,10,0.33,0.33,0,0.63,0.25,0,0.13,0.83
0,4.99,1,80.38,38.53,69,10.25,0.43,149700.58,0.71,0.86,0.55,14,54,0,0,0.25,0,0.42,0.29,0.17,0.12,0.75
0,9.99,0,0,15.53,26.25,8.62,0.4,437947.63,0.9,1.16,0.7,498,1007,90,0,0,0,1,0,0,0,0.33
0,4.99,0.75,0.75,30.2,68.3,0.4,0.36,2296895.18,0.61,1.07,0.09,144,432,0,0,0,0.25,0,0,0,0,0
0,4.99,1,14.67,30.76,72.7,5.75,0.45,632218.14,0.58,0.88,0.2,0,1,0,0,0.33,0.33,0.6,0.4,0,0,0.67
1,24.99,0.33,0.33,32.26,39.1,22.5,0.46,898341.87,0.55,0.81,0.34,1128,3289,41,0,0.33,0,0.6,0.4,0,0,0.33
0,24.99,0,0,59.78,163,5,0.38,5134314.33,0.85,1.57,0.45,141,394,14,0,0,0,0,1,0,0,0
0,4.99,0,0,22.04,26.32,17.76,0.37,1838738.7,0.68,0.69,0.67,126,198,55,0,0,0,0,1,0,0,0
1,2.99,0.75,10.5,32.23,56.7,3.33,0.39,184866.83,0.61,0.79,0.5,0,1,0,0,0.25,0.25,1,0,0,0,0.5
0,4.99,0.67,97.17,120.83,199.44,39.58,0.34,118570.96,0.85,0.94,0.76,69,238,0,0,0.33,0,0.37,0.5,0.07,0.07,1
1,4.99,0.33,0.67,50.66,105,15,0.4,552130.59,0.7,0.81,0.58,358,981,0,0,0,0,0.5,0.33,0,0.17,0.33
0,4.99,1,32,33.73,75.2,4.53,0.34,190079.08,0.58,0.8,0.32,0,1,0,0,0.17,0.17,0.4,0.6,0,0,0.33
1,4.99,0.33,0.33,21.8,26.8,16.8,0.35,627083.67,0.52,0.64,0.4,47,78,17,0,0,0,0,0,1,0,0
1,4.99,1,45,52.93,92.05,0.23,0.39,1371058.98,0.68,1.33,0.1,260,521,0,0,0,0,1,0,0,0,0
0,2.99,1,2.83,25.64,130.08,0.53,0.25,210515.98,0.39,0.77,0.06,0,0,0,0,0,0.17,0,1,0,0,0.17
0,4.99,1,1,31.32,66.67,0,0.4,2778666.95,0.57,0.87,0,1,3,0,0,0,0,0.25,0.5,0.25,0,0.33
1,2.99,1,15.2,76.31,183.93,0.8,0.3,178779.72,0.54,0.85,0.14,6,13,0,0,0.2,0,0.75,0.25,0,0,0
1,24.99,1,63.5,56.74,122.73,10.25,0.33,267932.14,0.6,0.68,0.51,13,29,0,0,0.5,0,0.54,0.46,0,0,0.75
0,9.99,0.33,0.67,43.21,89.62,17.27,0.37,437139.96,0.68,0.93,0.45,6,12,1,0,0,0,1,0,0,0,0
1,4.99,0,0,69.66,69.66,69.66,0.52,158778.31,1.21,1.21,1.21,834,834,834,0,0,0,0.5,0.5,0,0,0
0,4.99,1,168.67,132.63,218.92,0.07,0.38,115602.65,0.56,0.85,0.01,37,75,0,0,0.33,0,0.45,0.55,0,0,0.33
1,4.99,0.4,21,49.84,75.8,25,0.33,694606.58,1.69,4.4,0.74,43,103,1,0,0.2,0,0.17,0.83,0,0,0.2
0,4.99,0.67,10.33,100.15,163.33,25.17,0.24,255769.31,0.59,0.81,0.34,257,795,0,0,0.33,0,0.4,0.47,0.14,0,0.5
0,9.99,0.2,0.2,43.74,63.7,25,0.51,572995.88,0.81,0.93,0.6,406,1219,111,0,0,0,0.2,0.2,0.6,0,0
1,4.99,1,1.33,68.69,167.67,2.05,0.29,159006.51,0.52,0.85,0.15,0,1,0,0,0,0,0.3,0.6,0,0.1,0
0,4.99,0,0,15.29,20,11.37,0.43,957649.43,0.67,0.73,0.56,66,136,15,0,0,0,0,0,0,0,0
0,4.99,0.5,8,97.13,225.27,43.24,0.42,81133.85,0.83,0.98,0.67,81,180,0,0,0,0,0,1,0,0,0
0,4.99,1,16.33,59,91.37,6.67,0.34,299994.63,0.62,0.75,0.54,36,73,0,0,0,0,1,0,0,0,0
0,4.99,0.25,0.25,90.2,209.27,36,0.3,964771.46,0.87,1.3,0.45,165,278,0,0,0.25,0.25,0.43,0.57,0,0,0.25
0,4.99,0,0,21.6,49.2,1.47,0.3,247676.48,0.44,0.69,0.17,343,458,220,0,0.4,0.2,0.25,0,0,0.75,0.2
1,24.99,0.5,1.5,88.18,162.4,13.33,0.29,1651452.95,0.8,1.05,0.41,447,839,1,0,0,0,0.55,0.36,0.09,0,0.5
0,24.99,0.33,1,44.29,75.8,7.61,0.38,4508002.06,0.76,0.94,0.56,18,34,0,0,0.33,0,0.5,0.5,0,0,0.33
1,4.99,0,0,487.28,3001,28.33,0.37,751414.41,0.94,1.65,0.59,488,960,2,0.5,0.29,0,0.5,0.5,0,0,0.71
0,9.99,0.38,11.88,185.74,759.7,45.52,0.53,215911.29,0.91,1.21,0.58,275,895,20,0.67,0,0,0.49,0.36,0.14,0.02,1
0,4.99,0.13,2.25,131.28,203.77,74.98,0.47,235005.63,0.93,1.09,0.81,761,1037,370,0.83,0,0,0.32,0.42,0.19,0.08,0.88
0,4.99,1,190.75,98.89,177.92,57.2,0.43,92958.36,0.81,1.1,0.63,94,525,5,0.5,0,0,0.39,0.41,0.08,0.12,1
1,4.99,1,99.33,49.35,65.2,34.84,0.38,247937.99,0.69,0.87,0.53,9,18,0,0,0,0.33,0,0,0,0,0
0,9.99,0,0,57.89,127,5,0.57,1035549.52,0.95,1.35,0.49,283,287,279,0,0,0,1,0,0,0,0
0,4.99,0.13,0.13,53.57,79.8,16,0.37,287896.82,0.86,1.06,0.59,224,394,49,0,0,0,0.23,0.17,0,0.6,0.75
1,4.99,1,1,54.22,66.67,41.4,0.35,195611.85,0.71,0.78,0.63,20,54,0,0,0.25,0,0.8,0,0.2,0,0.5
1,4.99,0,0,73.83,100.53,41.2,0.38,690896.63,0.86,1.06,0.75,148,233,68,0,0,0,0.36,0.29,0.22,0.15,0.75
0,4.99,1,1.17,21.69,64.52,2.5,0.39,19201577.37,0.72,1.04,0.43,37,74,0,0,0,0,0.17,0.33,0.33,0.17,0
1,4.99,0.67,16.67,64.92,168,29.22,0.37,319662.35,0.87,1.43,0.67,35,140,0,0.33,0,0,0.4,0.4,0.2,0,0
1,4.99,0.5,1,49.19,111.8,1,0.36,2504079.95,0.7,1.16,0.13,119,260,0,0,0.33,0,0.38,0.44,0.06,0.13,0.17
0,4.99,0.4,3.2,57.29,74.86,36.88,0.45,137495.97,0.72,0.88,0.49,80,190,0,0,0,0,0.4,0.6,0,0,0
0,4.99,1,160.25,101.38,149.8,72.7,0.39,179658.36,0.85,0.94,0.71,84,216,0,0.5,0.5,0.25,0.39,0.56,0.06,0,0.75
