is_std,ftd_price,num_days_ooc_per_day,sum_total_ooc_per_day,avg_win_multiplier,max_win_multiplier,min_win_multiplier,avg_total_wins,avg_wager,avg_rtp,max_rtp,min_rtp,avg_spins_left_in_bankroll,max_spins_left_in_bankroll,min_spins_left_in_bankroll,we_completed_rate,vault_tier_up_rate,vault_tier_dropdown_rate,wildball_silver_rate,wildball_gold_rate,wildball_emerald_ruby_rate,wildball_specia_diamond_rate,vv_completed_rate
0,24.99,0.13,0.25,14.33,28.32,0.33,0.41,15003356.69,0.47,0.85,0.09,6,13,0,0,0,0,0,0,0.33,0.67,0
0,4.99,0.25,6.25,36.85,60.25,24.5,0.4,250210.97,0.78,0.89,0.65,86,302,1,0,0,0,0.43,0.57,0,0,0.25
0,4.99,0.6,47.4,69.89,124.94,0,0.36,130219.28,0.76,1.37,0,82,193,0,0,0,0,0,0,0,0,0
0,4.99,0.25,0.25,49.33,123.32,8.6,0.46,1499791.72,1.36,2.64,0.64,58,103,15,0,0,0,0,0.5,0.5,0,0
0,24.99,0,0,106.28,195.67,22.27,0.33,247137.34,0.79,1.16,0.41,2558,4570,1363,0,0,0,0.56,0.31,0.06,0.06,0.5
0,4.99,1,1,17.39,35.33,2.84,0.28,607473.73,0.56,0.72,0.38,0,0,0,0,0.33,0,0.33,0.33,0,0.33,0
1,9.99,0.33,0.33,130.73,159,74.36,0.37,788489.24,0.87,1.01,0.77,368,913,54,0,0.33,0,0,1,0,0,0.33
1,24.99,0.2,0.2,193.43,647.26,28.6,0.37,1723534.42,0.97,1.04,0.87,473,683,249,0.33,0,0,0.48,0.33,0.14,0.05,0.8
0,4.99,0.13,11.88,203.27,909.09,67.79,0.34,438763.39,0.9,1.14,0.67,289,574,83,0.67,0.13,0,0.39,0.39,0.21,0,0.75
1,4.99,1,19.8,61.16,123.73,4.93,0.31,377415.54,0.68,0.91,0.38,0,1,0,0,0.2,0,0.75,0.25,0,0,0
0,9.99,0.5,0.13,58.06,155.2,0.68,0.35,3549962.25,0.65,1.04,0.2,148,297,0,0,0.25,0.25,0,0,0,0,0
1,4.99,0.67,0.33,92.47,159.75,42,0.36,345159.07,0.86,1.07,0.57,159,283,0,0,0.67,0,0.4,0.55,0.05,0,0
0,4.99,1,5.5,65.65,250,0.33,0.34,154670.57,0.58,0.89,0.02,4,12,0,0.2,0.25,0.25,0.42,0.42,0.11,0.05,0.63
0,4.99,1,3.67,24.52,100,0.82,0.33,601704.41,0.47,0.88,0.01,0,0,0,0,0.17,0.17,0,0.5,0.5,0,0.17
1,4.99,1,32.75,92.1,132.5,34.5,0.33,44166.85,0.73,0.85,0.63,34,102,0,0,0,0,0.75,0.25,0,0,0
1,4.99,1,2,79.9,263.57,1,0.71,584563.32,0.7,0.95,0.29,13,27,0,0.33,0,0,0.73,0.2,0,0.07,0.6
0,24.99,0.17,0.17,32.2,100,0,0.38,1938302.79,0.7,1.63,0,318,743,34,0.33,0.33,0,0.5,0.33,0.17,0,0.17
0,4.99,0.13,0.13,83.14,229.09,0.62,0.37,766530.51,0.92,1.6,0.16,231,452,107,0,0.25,0.13,0.67,0.28,0.06,0,0.63
0,4.99,1,13,125.16,268.33,2,0.3,571674.13,0.61,0.8,0.29,21,43,0,0,0,0.33,0.8,0.2,0,0,0.67
0,4.99,0.2,0.2,32.79,69.25,15,0.37,1620810.58,0.87,1.04,0.8,108,245,12,0,0,0.2,0.2,0.4,0.1,0.3,0.6
1,4.99,1,22,22.43,55.4,4.67,0.35,164489.89,0.62,0.65,0.56,1,2,0,0,0,0,0.67,0.33,0,0,0.33
0,4.99,0.57,10,56.47,133.33,3,0.24,441643.29,0.88,1.69,0.24,132,380,0,0,0.14,0.14,0.43,0.14,0,0.43,0.29
0,24.99,0.13,0.13,32.13,91.2,5.83,0.44,2015114.79,0.89,1.57,0.48,548,1090,208,0,0.13,0.13,0.56,0.22,0,0.22,0.25
1,9.99,0.75,0.25,76.14,135,38.3,0.39,624824.34,0.88,1.21,0.68,91,201,2,0,0.5,0,0.4,0.33,0.07,0.2,1
0,4.99,1,1,3.46,4.6,2.6,0.4,965470.9,0.39,0.5,0.2,0,0,0,0,0.25,0.25,0,0,0,0,0
1,4.99,0.67,0.33,112.09,189.48,34.7,0.33,320982.45,0.82,0.85,0.79,2,4,0,0,0.33,0,0.2,0.2,0.2,0.4,0.33
0,9.99,0.5,0.25,58.28,147.67,17.67,0.39,558107.93,0.69,0.78,0.58,301,1053,0,0,0.25,0.25,0.33,0.17,0.34,0.17,0
0,4.99,0.4,1.4,50.08,70.17,30,0.42,423703.38,0.66,0.73,0.6,1,2,0,0,0.2,0,0.2,0.4,0.2,0.2,0.2
0,4.99,1,46.63,53.85,125.89,1,0.37,327701.65,0.68,0.91,0.27,3,5,0,0,0.13,0,0.36,0.45,0.19,0,0.75
0,4.99,0.71,8.71,18.5,52.8,2.62,0.37,297673.51,0.65,1.17,0.27,5,14,0,0,0.14,0.29,0.17,0.67,0.17,0,0.43
1,4.99,1,14.5,84.01,339.27,1.48,0.29,1105273.12,0.62,0.95,0.26,4,9,0,0,0.33,0.17,0.31,0.56,0.06,0.06,0.5
0,4.99,0,0,11,11,11,0.53,240000,0.74,0.74,0.74,387,387,387,0,0,0,0,0,0,0,0
0,4.99,0.86,0.86,40.93,108.33,2.67,0.33,114973.46,0.51,0.96,0.14,44,187,0,0,0.14,0,0.4,0.2,0.4,0,0.14
0,4.99,0.67,13,35.77,49.53,22,0.38,211043.67,0.49,0.63,0.36,0,0,0,0,0,0,0,1,0,0,0
1,24.99,1,0.75,216.88,348.58,37.17,0.37,13170190.19,0.95,1.42,0.56,268,537,0,0,0.25,0,0.67,0.11,0.11,0.11,0.5
1,4.99,0.4,11,250.17,740.7,55.2,0.41,1144253.04,1.22,1.96,0.76,291,798,0,0.5,0,0,0.48,0.43,0.04,0.04,0.4
0,4.99,0.67,1.33,35.79,61.36,0,0.3,893332.44,0.5,0.78,0,3,6,0,0,0,0,0.75,0.25,0,0,0
0,9.99,0,0,88.4,129,36.33,0.23,821851.04,0.83,1.37,0.39,274,449,9,0,0,0,0,0,0,0,0
1,4.99,0.88,49,81.45,162.73,48.09,0.39,185094.49,0.8,1.02,0.51,222,725,0,1,0,0,0.52,0.39,0.04,0.04,0.63
0,99.99,1,0.75,11.34,23.8,5.33,0.38,5954898.72,0.61,0.81,0.41,1,2,0,0,0,0,0,0,0,0,0
0,9.99,1,21,37.23,82.45,1.14,0.33,627647.84,0.51,0.83,0.11,2,5,0,1,0.2,0.2,0.29,0.71,0,0,0.4
0,9.99,1,9.25,421.78,1380.93,3.2,0.31,638348.37,0.72,0.95,0.16,100,296,0,0,0,0,0.14,0,0.14,0.71,0
0,9.99,0.5,3.5,57.98,109.2,16.12,0.41,2276938.41,0.85,1.17,0.42,121,289,0,0.33,0.13,0,0.24,0.32,0,0.44,0.63
0,4.99,1,10,20.17,47.5,5,0.37,335910.38,0.58,0.77,0.4,0,0,0,0,0.33,0.33,0,0,0,0,0
1,4.99,1,11,65.19,173.27,1.33,0.29,470651.13,0.55,0.92,0.1,0,0,0,0,0,0,0.67,0.33,0,0,0.4
1,4.99,0.6,50.6,86.92,129.17,31.17,0.39,1031427.67,0.92,1.28,0.63,83,249,0,1,0.4,0.2,0.65,0.24,0.12,0,0.6
0,9.99,0.17,0.17,21.53,50.57,1.25,0.34,1155375.86,0.48,0.83,0.16,43,143,2,0,0.17,0.17,0.5,0.5,0,0,0
1,4.99,0.5,1.25,29.5,51,2,0.48,4096271.82,0.81,1.03,0.5,19,33,0,0,0.25,0,0.25,0.5,0.25,0,0.25
0,9.99,0.6,0.6,53.02,115.87,22.43,0.35,551998.01,0.9,1.32,0.65,32,117,0,0,0,0,0.71,0.29,0,0,0.2
1,4.99,0,0,68.42,99.53,21.17,0.4,341359.51,0.92,1.31,0.58,320,478,110,0,0.2,0.2,0.38,0.38,0.26,0,0.4
0,4.99,1,23.75,48.24,134.73,5.9,0.24,54740.61,0.6,0.78,0.36,8,28,0,0,0.25,0,0.4,0.6,0,0,0.5
0,9.99,0.14,0.14,29.03,56,13.33,0.4,510124.4,1.13,2.18,0.52,631,1327,337,0,0.14,0,0.67,0.33,0,0,0
0,9.99,0.5,2.25,96.66,147.55,20.33,0.38,160271.55,0.77,0.88,0.57,481,1117,0,0,0.25,0,0.75,0,0,0.25,0
0,4.99,0.71,0.86,19.43,88.13,0.4,0.32,1378144.12,0.29,0.95,0.06,2,5,0,0,0.14,0.14,0,0,1,0,0
0,2.99,0.38,1.5,40.02,75.42,0.57,0.37,74521.44,0.7,1.23,0.1,97,420,0,0,0.25,0.25,0.4,0.5,0.1,0,0.5
0,9.99,1,1,27.77,87.13,2.2,0.38,1479237.6,0.59,0.94,0.28,21,62,0,1,0.17,0.17,0.67,0.33,0,0,0.17
0,9.99,0.86,10.57,82.7,426.68,0,0.34,550584.99,0.52,1.67,0,470,1854,0,0,0,0,0.29,0.57,0.14,0,0.14
0,2.99,0.25,0.13,36.16,53.59,18.73,0.38,752842.12,0.76,0.91,0.6,0,1,0,0,0,0,0,1,0,0,0
0,9.99,1,2.13,26.33,134,0.82,0.68,412982.23,0.56,1.02,0.2,40,81,0,0,0,0.13,0.4,0.4,0.2,0,0.13
1,2.99,1,4.33,9.87,14.33,1,0.32,342506.74,0.5,0.55,0.43,0,0,0,0,0,0.33,0,0,0,0,0
0,4.99,0.13,1.13,96.26,218,28.4,0.33,130649.4,0.85,1.16,0.57,121,342,18,0,0,0,0.23,0.34,0.37,0.06,0.88
0,4.99,0.25,1.25,53.49,89.7,12.5,0.43,281474.87,0.89,1.32,0.57,137,237,74,0,0.25,0,0.5,0.38,0.13,0,0
1,4.99,1,172.71,74.36,141,5.3,0.33,122926.36,0.61,0.8,0.32,102,307,0,0,0,0,0.45,0.45,0.11,0,0.86
1,4.99,1,360.5,115.94,250,37.73,0.45,301959.66,0.85,0.93,0.69,3,8,0,0,0.5,0,0.28,0.69,0.03,0,1
1,4.99,0.17,0.17,69.23,105,17.27,0.47,325951.03,0.87,1.17,0.61,156,307,0,0.4,0,0,0.41,0.53,0.03,0.03,0.67
0,4.99,0.67,9.33,46.4,87.2,1,0.5,220905.87,0.75,1.03,0.49,114,340,0,0,0.33,0,0.29,0.57,0.14,0,0
0,4.99,0,0,20.85,40.46,3,0.52,1827471.98,0.88,1.73,0.39,62,169,8,0,0,0.13,0,0,0,0,0
1,4.99,1,9.67,92.74,216.5,16.67,0.41,281270.45,0.75,0.84,0.66,48,96,0,1,0,0,0.38,0.38,0.25,0,0.67
1,4.99,0.5,5.83,114.95,250,33.54,0.42,425036.3,1,1.42,0.78,74,150,0,0,0,0,0.26,0.07,0,0.67,0.83
1,9.99,0.25,0.25,157.22,263.72,85,0.36,4507863.81,1.04,1.24,0.89,165,292,5,0,0,0,0.2,0,0,0.8,0
1,4.99,0.83,1,10.6,40.02,1.17,0.52,1223040.32,0.59,0.87,0.37,21,42,0,0,0.17,0.17,1,0,0,0,0.17
0,4.99,0.5,20,83.45,170.14,28.25,0.41,65730.22,4.14,14.13,0.58,87,211,0,0,0,0,0.33,0.33,0.33,0,0
1,4.99,0.57,1.43,60.07,175,10,0.33,208251.2,0.8,1.05,0.59,73,124,0,0,0,0,0.67,0.33,0,0,0
0,99.99,0.13,7.5,127.79,238.33,78.67,0.35,13591840.22,1.12,1.65,0.89,2243,5149,702,0.14,0,0,0.5,0.24,0.17,0.09,1
0,4.99,0.6,16.8,28.74,67.5,2.7,0.52,471734.41,0.74,0.95,0.44,34,64,0,0,0,0,0.6,0.2,0.2,0,0
1,24.99,0.75,1.25,53.16,87.5,3,0.45,2354415.14,0.68,1.03,0.23,18,52,0,0.33,0.25,0.25,0.43,0.43,0,0.14,0.25
0,4.99,0.67,1,47.8,94,1.6,0.41,333394.08,0.48,0.77,0.19,0,0,0,0,0.33,0.33,0.5,0.5,0,0,0.33
0,4.99,0.13,0.25,84.95,194.87,32.27,0.53,364897.41,0.89,1.19,0.68,144,487,2,0.14,0.25,0,0.48,0.45,0.05,0.03,0.75
0,24.99,0.33,0.67,55.97,109.66,2.27,0.38,141064.25,0.59,0.88,0.3,2378,2460,2296,0,0,0,0.5,0,0.25,0.25,0
1,9.99,0.5,0.25,131.03,280.4,39,0.36,1293405.09,0.87,0.92,0.79,25,52,1,0,0,0,0,1,0,0,0
1,4.99,1,44,352.47,559.2,152.2,0.38,138690.12,0.91,0.93,0.87,84,168,0,0,0.67,0,0.41,0.32,0.19,0.09,1
0,9.99,0.17,0.17,47.99,73.96,20.25,0.32,1519005.27,0.78,1.25,0.47,140,242,62,0,0.17,0.17,0.3,0.7,0,0,0.33
1,4.99,1,17.2,72.6,133.33,0,0.4,126317.05,0.68,0.94,0,3,6,0,0.33,0.4,0,0.3,0.4,0.1,0.2,0.6
1,4.99,0.67,1,5.82,8.99,0.48,0.46,602094.45,0.4,0.67,0.11,0,1,0,0,0,0,0,0,0,0,0
0,24.99,0.38,0.13,52.26,144,0.27,0.43,6538450.79,0.66,1.07,0.08,257,936,0,0,0.13,0.13,1,0,0,0,0
0,9.99,0.33,0.67,29.16,75,2.67,0.39,600038.75,0.5,0.96,0.26,107,405,0,0,0,0,0.25,0,0,0.75,0.17
1,4.99,0.5,28.25,13.91,29.8,5.67,0.43,1348941.15,0.56,0.9,0.38,50,142,0,0,0,0,0.5,0.5,0,0,0
0,9.99,0.5,22,5.33,13.64,0.8,0.34,221760.88,0.29,0.51,0.09,33,58,0,0,0,0.17,0,0,0,0,0
0,4.99,1,35.6,37.8,87,3,0.32,105529.84,0.48,0.74,0.28,0,1,0,0,0.2,0.2,0.63,0.25,0,0.13,0.2
0,9.99,0,0,66.47,125.87,7,0.32,138854.42,1.07,2.95,0.22,850,1398,352,0,0.14,0.14,0.4,0.5,0.1,0,0.57
0,4.99,0.88,16,25.9,75.8,7,0.34,341006.06,0.68,0.8,0.52,1,2,0,0,0.25,0.13,0,0.67,0.33,0,0.13
0,4.99,0.14,0.43,78.03,151.73,6,0.37,3691071.05,1.2,1.82,0.59,325,698,133,1,0.29,0,0.47,0.47,0.07,0,0.71
0,4.99,0.88,61.88,64.87,105,30,0.34,151502.76,0.73,0.93,0.56,0,1,0,0,0.25,0.13,0.48,0.48,0.05,0,0.5
1,4.99,1,8.75,81.85,167.4,2.27,0.34,174656.16,0.79,1.42,0.24,207,581,2,0,0.5,0.25,0,0,0,0,0
0,4.99,1,35.67,11.09,25.18,1.6,0.39,360259.76,0.54,0.75,0.21,0,0,0,0,0.33,0,0,1,0,0,0
0,4.99,0.33,0.33,57.55,68.83,47,0.35,133414.77,0.74,0.75,0.72,251,347,86,0,0.33,0,0,0.5,0.5,0,0.33
1,9.99,1,18,22.64,37.86,10.7,0.41,325319.96,0.69,0.76,0.61,92,359,0,0,0.25,0,0.5,0.25,0.25,0,0.5
1,9.99,0.14,0.43,71.39,105.04,42,0.42,482483.79,0.93,1.12,0.71,448,586,239,1,0.29,0.14,0.42,0.42,0.17,0,0.43
0,4.99,0.5,14.25,49.81,156.83,15.64,0.41,161467.14,0.74,0.88,0.59,16,36,0,0,0.13,0.13,0.69,0.15,0.08,0.08,0.38
1,24.99,1,63,42.91,68.73,10,0.46,1051982.34,0.68,0.77,0.52,13,40,0,0,0.33,0,0.4,0.4,0,0.2,0.67
0,4.99,0.33,10.5,94.65,245,14.77,0.4,2375799.53,0.77,1.27,0.51,69,326,0,0,0.17,0.17,0.58,0.42,0,0,0.5
0,9.99,0,0,185.7,625.12,57.67,0.42,35297.39,1.09,1.38,0.51,17913,27360,6030,0,0.25,0.13,0.45,0.41,0.03,0.1,0.25
1,9.99,1,1.33,31.89,54,3.33,0.44,971992.74,0.58,0.93,0.12,1,2,0,0,0,0,0,0,0,0,0
0,4.99,0.5,0.5,80.48,158.1,23,0.32,4208721.59,0.69,0.87,0.53,50,101,0,0,0,0,0.65,0.35,0,0,0.17
1,4.99,1,1.33,49.03,81,1.08,0.34,94071.78,0.5,0.85,0.18,0,0,0,0,0,0,0.5,0,0.5,0,0
0,4.99,0.25,0.63,43.97,103,3.25,0.38,1249571.58,1.02,3.34,0.15,56,182,0,0,0.25,0.25,0.55,0.45,0,0,0.63
1,24.99,0.33,0.33,39.93,39.93,39.93,0.35,1518220.84,0.62,0.62,0.62,154,154,154,0,0,0,0.25,0.5,0.25,0,0.33
0,4.99,0.71,1.57,34.68,68,2.4,0.21,165905.63,0.46,0.9,0.08,6,18,0,0,0.14,0.14,0.5,0.5,0,0,0.14
1,4.99,0.57,1.57,52.16,62.12,35.24,0.52,135731.4,0.85,1.02,0.62,85,343,0,0,0.29,0.14,0.57,0.43,0,0,1
0,4.99,0.71,11,53.5,161.33,12.62,0.33,117844.29,0.77,1.74,0.5,33,135,0,0,0.14,0,0.7,0.3,0,0,0.29
1,4.99,0.43,3,110.89,205.3,45.67,0.31,200917.33,0.82,1.15,0.47,86,266,4,0,0.29,0,0.5,0.44,0.04,0.02,0.43
0,4.99,0.75,51.63,81.96,112.5,63.5,0.3,439028.29,0.9,1.19,0.7,154,779,3,0.67,0,0,0.44,0.34,0.06,0.16,1
0,9.99,0.75,1.25,69.78,153.4,25.93,0.26,709084.29,0.55,0.65,0.36,0,0,0,1,0.25,0,0.5,0.25,0.25,0,0
0,4.99,0.67,58.67,60.64,129,21.75,0.3,97859.29,0.69,0.94,0.5,58,113,0,0,0,0,0.3,0.5,0.1,0.1,0.33
1,4.99,0.33,30.67,112.87,182,39,0.35,524254.47,0.87,1.05,0.62,239,509,20,1,0,0,0.38,0.46,0.08,0.08,0.33
1,4.99,0.43,2.14,120.39,295.27,4,0.3,153127.73,0.74,1.02,0.27,309,626,0,0,0,0,0.8,0.2,0,0,0.57
0,4.99,0.83,0.5,11.11,49,0,0.36,1527672.07,0.41,0.82,0,5,14,0,0,0.17,0.17,0,0,0,1,0
0,9.99,0.4,0.2,52.51,143.4,2,0.26,2870553.67,0.91,1.31,0.16,72,186,0,0,0,0,0.4,0.6,0,0,0
1,4.99,0.67,1.67,50.37,85.3,3.33,0.36,1652664.72,0.71,0.98,0.44,15,38,0,0,0,0,0.56,0.44,0,0,1
0,4.99,0.13,0.13,122.47,184.2,59.38,0.36,240000,0.95,1.35,0.71,739,1418,472,1,0,0,0.53,0.31,0.09,0.07,1
1,4.99,1,41.2,91.39,145.45,55.2,0.32,145848.86,0.87,1.57,0.43,35,124,0,0,0.4,0,0.64,0.36,0,0,1
0,4.99,0.5,1.17,29.44,70.01,1.54,0.56,574388.19,0.59,0.99,0.24,84,291,1,0,0,0.17,0.5,0.5,0,0,0.17
0,9.99,0.2,0.2,34.7,53.47,1.33,0.36,573535.98,0.67,1.12,0.07,128,248,1,0,0.4,0.2,0.5,0.42,0.08,0,0.8
0,9.99,0.25,0.5,96.13,117.27,75,0.41,1979563.87,0.71,0.83,0.58,73,145,2,1,0.25,0,0.25,0.75,0,0,0.25
1,4.99,1,4.25,51.58,174,0.33,0.34,700566.02,0.48,0.84,0.05,0,0,0,0,0.25,0,0.67,0.33,0,0,0.25
0,4.99,0,0,79.42,137.2,8.75,0.36,246163.03,0.98,1.58,0.38,751,829,529,0,0,0,1,0,0,0,0
0,4.99,0.14,1.14,62.45,129.9,5.2,0.37,1008685.28,0.95,1.32,0.27,145,266,32,0,0,0,0.5,0,0.5,0,0
0,4.99,1,1.5,96.75,217.5,1,0.35,2239113.4,0.63,0.97,0.12,3,7,0,0,0.25,0,0.5,0.4,0.1,0,0
1,4.99,0.29,0.43,102.82,204.2,23.1,0.43,300943.08,0.91,1.16,0.59,129,251,14,0,0,0,0,0,0,0,0
0,9.99,0.5,8.75,75.87,172.6,32,0.34,324998.14,0.8,1.1,0.63,41,87,0,0,0.13,0,0.29,0.53,0.06,0.12,0.88
0,9.99,0.75,40.13,72.28,250,5,0.67,88077.68,0.77,1.1,0.49,675,4952,1,0.14,0,0,0.21,0.7,0.09,0,0.63
0,4.99,0.5,1,48.53,100,12,0.45,141265.71,0.71,0.85,0.53,72,252,0,0,0,0,0.31,0.38,0.3,0,0.63
0,9.99,0,0,59.44,103,36.5,0.44,81452.39,0.88,1.02,0.77,1255,1491,917,0,0,0,0.43,0.29,0.29,0,0
0,4.99,0,0,81.3,191,36,0.29,136039.83,0.79,1.71,0.44,280,534,51,0,0.4,0,0.63,0.26,0.05,0.05,0.2
0,9.99,0.5,0.63,52.66,91,3,0.34,547815.51,0.73,1.03,0.24,37,135,1,0,0.38,0.25,0.47,0.42,0.1,0,0.5
1,4.99,1,19.33,19.74,51.62,3.73,0.35,272617.26,0.45,0.47,0.43,0,0,0,0,0,0.33,1,0,0,0,0.33
0,4.99,0.33,3.83,76.11,218.18,1.3,0.36,631299.78,0.72,1.18,0.17,474,890,0,0,0,0.17,0.54,0.38,0,0.08,0.33
1,9.99,0.33,0.33,39.2,103.4,0.8,0.47,385126.29,0.57,0.89,0.18,31,66,0,0,0,0,0,0,1,0,0
0,4.99,0.75,9.5,46.16,100,2.58,0.35,452891.14,0.73,1.07,0.24,44,101,0,0,0.25,0,0,0,0.5,0.5,0.25
0,9.99,0.67,0.33,10.21,20.24,0.13,0.42,1620000,0.66,1.23,0.01,297,861,1,0,0,0,0,0,0,0,0
0,2.99,0,0,13.73,39,3.1,0.35,657037.88,0.66,1.15,0.23,42,71,21,0,0.13,0.13,0,0,0,1,0
0,4.99,0.2,0.2,46.17,59.5,13.8,0.39,852744.36,1.02,1.3,0.76,111,199,71,0,0,0,0.25,0.25,0.25,0.25,0
0,4.99,0,0,113.51,527,0.25,0.35,4477177.6,0.87,1.45,0.13,252,544,96,0,0.25,0.13,0.22,0.11,0,0.67,0.25
1,9.99,1,0.75,268.54,903.76,1.6,0.31,33855742.85,0.62,0.98,0.27,32,90,0,0,0.25,0,0,0,0,0,0
1,24.99,0,0,104.09,214.9,25,0.44,1385058.16,0.98,1.04,0.85,607,747,321,1,0.5,0,0.46,0.46,0.04,0.04,0
0,9.99,1,0.33,33.92,62.32,2.68,0.43,1039081.7,0.62,0.84,0.24,18,34,2,0,0.33,0,0.25,0.75,0,0,0.33
0,9.99,0.17,2.5,66.68,126,21.5,0.33,481363.15,0.81,1.22,0.59,573,1078,156,0,0.33,0.17,0,0,0,1,0
1,9.99,0.2,53,51.4,101.93,26.53,0.47,169574.03,0.84,0.93,0.77,88,187,16,0,0.4,0,0.44,0.5,0.06,0,0.6
1,9.99,1,0.6,61.49,176.07,0,0.33,1261213.62,0.55,1.08,0,241,683,0,0.5,0,0,0,0,0,1,0
1,4.99,1,25.25,30.15,40.48,25,0.43,190750.94,0.71,0.89,0.31,11,29,0,0,0,0,0.5,0.5,0,0,0
0,24.99,0.33,0.33,65.17,135.38,14.6,0.36,5856093.79,1.01,1.68,0.42,226,575,1,0,0,0,0.27,0.27,0,0.45,0
0,4.99,0,0,6.6,11.8,3,0.42,370326.77,0.71,0.8,0.66,215,304,147,0,0.33,0,0,0,0,0,0
0,4.99,0.17,1.33,76.8,158.33,28.33,0.39,95471.52,0.93,1.58,0.6,1236,2029,655,0,0.17,0,0.63,0.38,0,0,0.17
0,4.99,0,0,26.47,59.5,3,0.4,1892692.56,0.74,1.21,0.31,78,223,10,0,0,0,1,0,0,0,0
0,4.99,0,0,91.31,125.85,48.08,0.36,246323.86,0.92,1.12,0.63,312,413,161,1,0.13,0,0.5,0.5,0,0,0.13
0,4.99,0.25,0.75,67.15,108,4,0.29,312372.42,0.79,1.2,0.2,249,402,0,0,0,0,0.36,0.55,0,0.09,0
0,4.99,0,0,29.13,29.13,29.13,0.41,1214330.35,0.67,0.67,0.67,49,49,49,0,0.33,0,0,1,0,0,0
1,4.99,0.83,4,53.56,114,12.5,0.4,1525458,0.84,1.26,0.41,114,391,0,0.67,0.33,0,0.46,0.38,0.08,0.08,0.33
1,4.99,0.57,51.29,71.38,121.3,39.88,0.37,208598.75,0.84,1.07,0.71,113,257,0,0,0,0,0,0,0,0,0
0,4.99,0.17,0.33,142.43,162,104.16,0.38,383160.2,0.84,0.93,0.73,38,112,1,1,0,0,0.6,0.3,0,0.1,0.17
0,4.99,0.88,6.25,167.06,852.84,0,0.3,1392864.15,0.53,1.7,0,464,929,0,1,0,0.13,0.57,0.29,0.14,0,0.25
0,9.99,0.2,7.2,145.07,311.67,27.24,0.26,87443.12,0.95,1.36,0.68,3423,3725,2732,0,0,0,0.16,0.11,0.06,0.68,0
1,2.99,0.5,0.25,117.67,192.33,43,0.3,370887.2,0.85,0.86,0.84,2,3,2,0,0,0,0,0,0,0,0
0,4.99,0.88,54.38,62.24,132.15,0.07,0.37,188905.96,0.62,0.94,0.01,8,15,0,0,0.25,0,0.27,0.32,0.03,0.38,0.5
0,4.99,1,310.86,111.41,416.2,0,0.41,327064.96,0.57,0.92,0,94,374,0,0.5,0,0,0.26,0.56,0.11,0.08,0.43
0,4.99,1,9.2,19.91,54.12,1.12,0.33,587821.93,0.46,0.86,0.16,8,19,0,0,0,0,0.67,0.33,0,0,0.2
0,9.99,1,64.5,74.09,139.3,32.27,0.39,195227.14,0.69,0.88,0.54,2,4,0,0,0,0,0.26,0.26,0.08,0.39,0.88
0,4.99,0.67,1.67,151.25,176.5,126,0.34,737910.21,0.87,0.89,0.85,0,0,0,0,0,0,0.78,0.22,0,0,0.33
1,9.99,0.67,1,116.28,203,70,0.35,727191.3,0.92,1.01,0.86,40,99,0,1,0.33,0,0.31,0.64,0.05,0,0.33
0,4.99,0.14,3.14,192.45,750,37.6,0.49,365982.8,0.91,1.05,0.79,298,703,43,1,0.14,0,0.28,0.16,0,0.56,1.14
0,4.99,0.14,16.86,93.13,203,11.9,0.41,403956.53,0.87,1.09,0.5,31,79,0,1,0.29,0.14,0.25,0.2,0.1,0.45,0.29
0,24.99,0.88,92.13,114.4,178,35,0.36,3158066.22,0.85,1.28,0.59,189,999,0,0.5,0.25,0.13,0.63,0.24,0.1,0.02,0.88
0,4.99,0.63,22.63,69.17,117,10,0.43,4807346.72,0.75,0.93,0.6,2,6,0,0,0.25,0,0.33,0.58,0.08,0,0.5
0,9.99,0.14,0.14,101.63,129.55,74.73,0.33,345138.58,0.73,1.12,0.52,294,377,241,0,0,0,0.75,0.25,0,0,0.14
0,2.99,0.33,7.67,90.95,212,28.8,0.33,268389.23,0.87,1.21,0.53,105,236,0,0,0.17,0,0.75,0.25,0,0,0.33
0,24.99,0,0,128.07,185.93,70.2,0.43,133778.63,0.9,0.99,0.82,4568,6227,2909,0,0,0,0.43,0.29,0.29,0,0
0,24.99,1,6.67,18.58,29.25,10.5,0.32,704560.41,0.48,0.56,0.42,0,1,0,0,0,0.33,0,1,0,0,0.33
0,4.99,0.5,31.67,121.13,239.67,2.8,0.32,1249182.95,0.91,1.53,0.24,1,3,0,0,0,0.17,0,0,0,0,0.33
0,9.99,1,0.33,194.49,578.98,2,0.33,1549851.46,0.48,0.89,0.2,76,152,0,0,0,0,0.5,0.5,0,0,0
0,9.99,0.43,1.57,121.86,282.4,29.55,0.33,203288.21,0.6,0.82,0.47,570,1711,0,0,0,0,0.43,0.57,0,0,0.14
0,4.99,0,0,18.6,18.6,18.6,0.44,219085.71,0.74,0.74,0.74,610,610,610,0,0,0,0,0,0,0,0
0,4.99,0.33,0.67,86.81,111.12,62.5,0.37,171445.72,0.8,0.86,0.74,55,98,13,0,0.67,0,0.43,0.14,0.43,0,0.33
1,4.99,0,0,47.65,77.7,29.6,0.41,597806.61,0.96,1.19,0.65,163,236,39,0,0.14,0,0,0,0,0,0
1,4.99,1,10.67,12.16,31.04,0.28,0.44,185427.08,0.42,0.62,0.04,0,1,0,0,0,0.33,1,0,0,0,0.33
0,4.99,1,46.6,54.95,146,23.21,0.37,254771.02,0.65,0.83,0.45,5,10,0,0,0,0,0.4,0.4,0.2,0,0.2
